text,type,topic,subtopic,longitude,longitude (old),latitude,latitude (old),relevance
Separate Lithium,sub-subtopic,Solar Panel,Solar Energy Optimization,-52.54609,-122.54609,-11.5862,38.4138,374037
Divalent Ion,sub-subtopic,Solar Panel,Solar Energy Optimization,-52.54581,-122.54581,-12.12035,37.87965,477129
Feed Temperature,sub-subtopic,Solar Panel,Thermal efficiency,-52.54507,-122.54507,-2.44434,47.55566,60500
Energy Management,sub-subtopic,Solar Panel,Solar technology adoption ,-52.54498,-122.54498,-12.09396,37.90604,604614
Energy Systems,sub-subtopic,Solar Panel,Solar technology adoption ,-52.53625,-122.53625,-12.12166,37.87834,970981
Rooftop Concept,sub-subtopic,Solar Panel,Renewable energy integration,-52.53564,-122.53564,-4.7121,45.2879,737861
Space,sub-subtopic,Solar Panel,Sustainable technologies ,-52.53525,-122.53525,-12.06591,37.93409,262924
Research,sub-subtopic,Solar Panel,Sustainable technologies ,-52.53343,-122.53343,-4.21905,45.78095,140443
Temperature Coefficient,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-52.53109,-122.53109,-12.02647,37.97353,823457
Beneficial Effects,sub-subtopic,Solar Panel,Renewable energy integration,-52.53037,-122.53037,-4.55321,45.44679,107792
Latent Heat,sub-subtopic,Solar Panel,Renewable energy integration,-52.52821,-122.52821,-1.82601,48.17399,404296
Transpiring Plants,sub-subtopic,Solar Panel,Renewable energy integration,-52.5278,-122.5278,-8.2718,41.7282,547112
Blue-Green Roof,sub-subtopic,Solar Panel,Sustainable technologies ,-52.52748,-122.52748,-12.07452,37.92548,765102
Perm Avoid,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.52598,-122.52598,-1.99046,48.00954,752151
Constructed Wet,sub-subtopic,Solar Panel,Sustainable technologies ,-52.52569,-122.52569,-2.25296,47.74704,374853
Company Evergreen,sub-subtopic,Solar Panel,Sustainable technologies ,-52.52525,-122.52525,-12.00147,37.99853,942225
Species Native,sub-subtopic,Solar Panel,Sustainable technologies ,-52.52315,-122.52315,-4.19016,45.80984,209210
Panel Determined,sub-subtopic,Solar Panel,Renewable energy integration,-52.52124,-122.52124,-2.37379,47.62621,749610
Chang,sub-subtopic,Solar Panel,Renewable energy integration,-52.51846,-122.51846,-2.82824,47.17176,917977
Usa,sub-subtopic,Solar Panel,Sustainability analysis ,-52.51609,-122.51609,-12.45784,37.54216,320747
Hourly Energy,sub-subtopic,Solar Panel,Renewable energy integration,-52.51596,-122.51596,-2.76046,47.23954,306789
Portland,sub-subtopic,Solar Panel,Renewable energy integration,-52.51331,-122.51331,-12.47256,37.52744,3095
Panels,sub-subtopic,Solar Panel,Renewable energy integration,-52.51318,-122.51318,-11.88453,38.11547,196363
Canada,sub-subtopic,Solar Panel,Renewable energy integration,-52.51081,-122.51081,-11.6512,38.3488,560171
Cooling Effect,sub-subtopic,Solar Panel,Renewable energy integration,-52.50914,-122.50914,-12.13146,37.86854,436720
Roofs,sub-subtopic,Solar Panel,Renewable energy integration,-52.50886,-122.50886,-12.10313,37.89687,44695
Power Output,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-52.5018,-122.5018,-2.48796,47.51204,252892
Performance,sub-subtopic,Solar Panel,Renewable energy integration,-52.49806,-122.49806,-2.2015,47.7985,499210
Confidence Interval,sub-subtopic,Solar Panel,Renewable energy integration,-52.49398,-122.49398,-4.3571,45.6429,507612
Apogee Radiometer,sub-subtopic,Solar Panel,Sustainable technologies ,-52.4931,-122.4931,2.97842,52.97842,137295
Rain Gauge,sub-subtopic,Solar Panel,Sustainable technologies ,-52.49276,-122.49276,-11.73342,38.26658,495356
Compare,sub-subtopic,Solar Panel,Renewable energy integration,-52.49196,-122.49196,-9.40068,40.59932,193079
Heat Flux,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.49165,-122.49165,-11.70231,38.29769,686471
Cooling Effect,sub-subtopic,Solar Panel,Renewable energy integration,-52.49157,-122.49157,-2.86603,47.13397,973603
Confidence Interval,sub-subtopic,Solar Panel,Renewable energy integration,-52.48822,-122.48822,-1.24045,48.75955,988516
Green Roof,sub-subtopic,Solar Panel,Renewable energy integration,-52.48704,-122.48704,-4.26211,45.73789,990037
Chang Study,sub-subtopic,Solar Panel,Renewable energy integration,-52.48692,-122.48692,-12.38617,37.61383,925562
Bir Caused,sub-subtopic,Solar Panel,Renewable energy integration,-52.48682,-122.48682,-11.6786,38.3214,431775
Receiving Irradiation,sub-subtopic,Solar Panel,Renewable energy integration,-52.48525,-122.48525,-12.14091,37.85909,275216
Average Bgr,sub-subtopic,Solar Panel,Renewable energy integration,-52.48275,-122.48275,-12.3134,37.6866,908971
Average Bgr,sub-subtopic,Solar Panel,Renewable energy insights,-52.48193,-122.48193,-11.6862,38.3138,519429
Combined Dataset,sub-subtopic,Solar Panel,Renewable energy integration,-52.47814,-122.47814,-5.24599,44.75401,596956
Correlation Coefficients,sub-subtopic,Solar Panel,Energy Risk indicators ,-52.47087,-122.47087,-0.94199,49.05801,396753
Roof Type,sub-subtopic,Solar Panel,Renewable energy transition ,-52.47026,-122.47026,-11.49481,38.50519,654127
Surface Temperature,sub-subtopic,Solar Panel,Renewable energy integration,-52.4697,-122.4697,-11.46731,38.53269,737298
Summer Day,sub-subtopic,Solar Panel,Energy Risk indicators ,-52.46942,-122.46942,-12.49728,37.50272,333829
Blue-Green Roof,sub-subtopic,Solar Panel,Renewable energy integration,-52.46442,-122.46442,-12.1273,37.8727,869548
Linear Regression,sub-subtopic,Solar Panel,Renewable energy integration,-52.46192,-122.46192,-12.29423,37.70577,708869
Coefficient Standard,sub-subtopic,Solar Panel,Energy efficiency meaasures,-52.46172,-122.46172,-6.25349,43.74651,23585
Bir Compared,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.45985,-122.45985,-2.55268,47.44732,458686
Heat Flux,sub-subtopic,Solar Panel,Sustainable technologies ,-52.45969,-122.45969,-12.32312,37.67688,798075
Bgr Surface,sub-subtopic,Solar Panel,Renewable energy integration,-52.45898,-122.45898,-4.58238,45.41762,980632
Minimum Temperature,sub-subtopic,Solar Panel,Thermal efficiency,-52.45804,-122.45804,-11.70814,38.29186,265292
Measurements,sub-subtopic,Solar Panel,Sustainable technologies ,-52.45664,-122.45664,-12.12646,37.87354,835584
Panel Rows,sub-subtopic,Solar Panel,Renewable energy integration,-52.45457,-122.45457,-0.94386,49.05614,684689
Plant Height,sub-subtopic,Solar Panel,Renewable energy integration,-52.45211,-122.45211,-1.0535,48.9465,367072
Collected Shower,sub-subtopic,Solar Panel,Renewable energy integration,-52.44998,-122.44998,-11.42426,38.57574,315659
Bgr Versus,sub-subtopic,Solar Panel,Renewable energy integration,-52.44649,-122.44649,-4.08989,45.91011,500931
Important Lesson,sub-subtopic,Solar Panel,Graphene Silk Panels,-52.44429,-122.44429,-2.74712,47.25288,302907
Multifunctional Approach,sub-subtopic,Solar Panel,Sustainable technologies ,-52.44124,-122.44124,-2.69962,47.30038,469216
Relation,sub-subtopic,Solar Panel,Renewable energy integration,-52.43457,-122.43457,-2.89601,47.10399,284554
Panels Create,sub-subtopic,Solar Panel,Sustainable technologies ,-52.43401,-122.43401,-2.84462,47.15538,330564
Positive Effect,sub-subtopic,Solar Panel,Renewable energy integration,-52.43398,-122.43398,-4.46155,45.53845,69442
Panel Temperature,sub-subtopic,Solar Panel,Renewable energy integration,-52.43369,-122.43369,-12.24982,37.75018,150192
Solar Panels,sub-subtopic,Solar Panel,Renewable energy integration,-52.43148,-122.43148,-4.50182,45.49818,823818
Economic Affairs,sub-subtopic,Solar Panel,Solar innovation solutions ,-52.42859,-122.42859,-12.53645,37.46355,77809
Article Discussing,sub-subtopic,Solar Panel,Energy assessments,-52.42454,-122.42454,-4.22627,45.77373,588915
Conventional Black,sub-subtopic,Solar Panel,Renewable energy integration,-52.41942,-122.41942,-12.22507,37.77493,557974
Main Focus,sub-subtopic,Solar Panel,Energy assessments,-52.41914,-122.41914,-12.24007,37.75993,650591
Environmental Management,sub-subtopic,Solar Panel,Solar urban sustainability ,-52.4187,-122.4187,-4.46571,45.53429,772408
Wet Roofs,sub-subtopic,Solar Panel,Solar Energy Optimization,-52.41108,-122.41108,-12.36951,37.63049,634237
Roof Systems,sub-subtopic,Solar Panel,Renewable energy integration,-52.40858,-122.40858,-12.2034,37.7966,528856
Energy Consumption,sub-subtopic,Solar Panel,Renewable Solutions Integration,-52.40775,-122.40775,-12.34534,37.65466,638892
Low Energy,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.40626,-122.40626,-1.95991,48.04009,101374
Spray Wetting,sub-subtopic,Solar Panel,Renewable energy integration,-52.40621,-122.40621,-4.13405,45.86595,381595
Sprinkler Irrigation,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.40484,-122.40484,-2.83296,47.16704,910236
Reported Worldwide,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.40433,-122.40433,-12.28285,37.71715,512041
Photovoltaic Irrigation,sub-subtopic,Solar Panel,Renewable energy Integration,-52.40183,-122.40183,-1.25433,48.74567,91790
Photovoltaic Irrigation,sub-subtopic,Solar Panel,Sustainable technologies ,-52.40072,-122.40072,-9.98431,40.01569,463282
Irrigation Modes,sub-subtopic,Solar Panel,Sustainable technologies ,-52.39997,-122.39997,-12.31923,37.68077,214825
Energy Storage,sub-subtopic,Solar Panel,Renewable Solutions Integration,-52.39954,-122.39954,-4.41294,45.58706,69885
Air Energy,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.3987,-122.3987,-4.36349,45.63651,149498
Aim,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.39762,-122.39762,-2.94684,47.05316,693571
Caes-Spv Sprinkler,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.39168,-122.39168,-9.41346,40.58654,454280
Irrigation System,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.38731,-122.38731,-4.46071,45.53929,540905
Pump Power,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.38719,-122.38719,-12.40145,37.59855,294393
Case-Spv System,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.38613,-122.38613,-8.57735,41.42265,1080010
Compressed Air,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.38291,-122.38291,-2.20379,47.79621,295224
Dry Areas,sub-subtopic,Solar Panel,Solar innovation solutions ,-52.37942,-122.37942,-12.4259,37.5741,846361
Digital Pressure,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.37736,-122.37736,-2.18935,47.81065,901083
Waterproof Level,sub-subtopic,Solar Panel,Solar Energy Optimization,-52.37112,-122.37112,-9.31957,40.68043,475452
Experimental Design,sub-subtopic,Solar Panel,Solar Energy Optimization,-52.37071,-122.37071,-1.75879,48.24121,53517
Test Time,sub-subtopic,Solar Panel,Sustainable technologies ,-52.36929,-122.36929,-2.79934,47.20066,56331
Hydraulic Performance,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.36747,-122.36747,-12.04119,37.95881,178296
Radial Water,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.36608,-122.36608,-12.4159,37.5841,320843
Pth Measured,sub-subtopic,Solar Panel,Solar performance assessment,-52.3646,-122.3646,-1.82935,48.17065,6087
Joanneum Research,sub-subtopic,Solar Panel,Solar performance assessment,-52.36081,-122.36081,-11.59842,38.40158,805543
Minimum Size,sub-subtopic,Solar Panel,Solar Materials ,-52.35873,-122.35873,-2.90379,47.09621,293911
Test Interval,sub-subtopic,Solar Panel,Solar Energy Optimization,-52.35707,-122.35707,-2.76073,47.23927,149393
Kev Calculated,sub-subtopic,Solar Panel,Solar performance assessment,-52.35707,-122.35707,-2.83823,47.16177,586372
Kea Calculated,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.35541,-122.35541,-2.21101,47.78899,738367
Key Indicators,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.35491,-122.35491,-2.30572,47.69428,787460
Formula Derivation,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.35485,-122.35485,-2.48268,47.51732,931617
Sprinkler Irrigation,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.35342,-122.35342,-4.41738,45.58262,901637
Pulse Spraying,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.35202,-122.35202,-2.86368,47.13632,246
Working Conditions,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.34775,-122.34775,-12.06424,37.93576,200759
Water Distribution,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.34679,-122.34679,-2.52962,47.47038,768949
Sprinkler Irrigation,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.34655,-122.34655,-1.27711,48.72289,655943
Highest Amount,sub-subtopic,Solar Panel,Energy efficiency meaasures,-52.34568,-122.34568,-2.74101,47.25899,577364
Air Pressure,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.34553,-122.34553,-12.03785,37.96215,490303
Sprinkler Irrigation,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.34506,-122.34506,-12.47728,37.52272,903361
Irrigation System,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.34266,-122.34266,-1.07988,48.92012,709505
Sprinkler Irrigation,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.34152,-122.34152,-2.24435,47.75565,629235
Sprinkling Intensities,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.34068,-122.34068,-2.56379,47.43621,797867
Infiltration Rate,sub-subtopic,Solar Panel,Thermal efficiency,-52.33405,-122.33405,-1.57878,48.42122,163961
Infiltration Rate,sub-subtopic,Solar Panel,Thermal efficiency,-52.3337,-122.3337,-4.71043,45.28957,752771
Infiltration Rate,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.33347,-122.33347,-2.14713,47.85287,311629
Hydraulic Performance,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.33275,-122.33275,-12.00452,37.99548,658098
Energy-Saving Characteristics,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.33207,-122.33207,-2.39379,47.60621,607960
High-Quality Spraying,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.32997,-122.32997,-12.0348,37.9652,543991
Caes-Spv Sprinkler,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.3284,-122.3284,-2.11889,47.88111,625679
Caes-Spv Sprinkler,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.32553,-122.32553,-12.43701,37.56299,185683
Traditional Photovoltaic,sub-subtopic,Solar Panel,Renewable energy Integration,-52.32544,-122.32544,-1.52434,48.47566,87869
Case-Spv System,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.32429,-122.32429,-2.59823,47.40177,852893
Clarifying Energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-52.32155,-122.32155,-1.07238,48.92762,582857
Application Potential,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.31878,-122.31878,-11.99298,38.00702,62933
Ensure Objectivity,sub-subtopic,Solar Panel,Electricity access,-52.31636,-122.31636,-12.00647,37.99353,819354
Ahmed,sub-subtopic,Solar Panel,Solar systems economics ,-52.31513,-122.31513,-2.17907,47.82093,306035
Burial,sub-subtopic,Solar Panel,Solar Energy Optimization,-52.31512,-122.31512,-2.51073,47.48927,549143
Sprinkler Machine,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.31358,-122.31358,-12.05508,37.94492,442558
Turbine Drive,sub-subtopic,Solar Panel,Solar Materials ,-52.3129,-122.3129,-2.75184,47.24816,302060
Thermodynamic Characteristics,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.31262,-122.31262,-2.67768,47.32232,82069
Comparative Analysis,sub-subtopic,Solar Panel,Renewable energy insights,-52.31225,-122.31225,-8.68976,41.31024,977438
Distribution Characteristics,sub-subtopic,Solar Panel,Solar technology adoption ,-52.31164,-122.31164,-12.08424,37.91576,841527
Solar Energy,sub-subtopic,Solar Panel,Solar energy efficiency ,-52.31014,-122.31014,-1.96268,48.03732,937380
Efficient Water,sub-subtopic,Solar Panel,Sustainability analysis ,-52.30874,-122.30874,-2.21185,47.78815,884639
Loader Operating,sub-subtopic,Solar Panel,Solar innovation solutions ,-52.30458,-122.30458,-2.05546,47.94454,246519
Soil Infiltration,sub-subtopic,Solar Panel,Solar performance assessment,-52.30258,-122.30258,-0.86702,49.13298,524488
Sustainability Goals,sub-subtopic,Solar Panel,Renewable Solutions Integration,-52.29886,-122.29886,-11.99563,38.00437,448012
Social Change,sub-subtopic,Solar Panel,Solar panel perception,-52.29778,-122.29778,-9.55179,40.44821,300499
Solar Photovoltaic,sub-subtopic,Solar Panel,Solar panel perception,-52.29775,-122.29775,-12.11313,37.88687,602832
Residential Properties,sub-subtopic,Solar Panel,Solar panel perception,-52.29525,-122.29525,-12.02285,37.97715,110515
Solar-Panel Uptake,sub-subtopic,Solar Panel,Solar panel perception,-52.29497,-122.29497,-2.13722,47.86278,439284
Uptake Research,sub-subtopic,Solar Panel,Solar panel perception,-52.29457,-122.29457,-2.51573,47.48427,195865
Solar Rebate,sub-subtopic,Solar Panel,Renewable energy insights,-52.29428,-122.29428,-2.94712,47.05288,471400
Solar Rebate,sub-subtopic,Solar Panel,Renewable energy insights,-52.29373,-122.29373,-2.7499,47.2501,877349
Theoretical Foundations,sub-subtopic,Solar Panel,Solar forecasting solutions ,-52.2929,-122.2929,-2.81462,47.18538,765829
Main Socio-Economic,sub-subtopic,Solar Panel,Energy efficiency meaasures,-52.29217,-122.29217,-2.55154,47.44846,496403
Technological Diffusion,sub-subtopic,Solar Panel,Energy efficiency meaasures,-52.29181,-122.29181,-1.93157,48.06843,786954
Actual Solar-Panel,sub-subtopic,Solar Panel,Solar panel perception,-52.28858,-122.28858,-11.98286,38.01714,437895
Solar Panels,sub-subtopic,Solar Panel,Solar panel perception,-52.28553,-122.28553,-11.70286,38.29714,550040
Solar Panels,sub-subtopic,Solar Panel,Solar panel perception,-52.28525,-122.28525,-12.16868,37.83132,948943
Assessing Inequality,sub-subtopic,Solar Panel,Solar panel perception,-52.28326,-122.28326,-2.72157,47.27843,306239
Dependent Variable,sub-subtopic,Solar Panel,Solar forecasting accuracy,-52.28234,-122.28234,-2.79323,47.20677,386699
Pooled Analysis,sub-subtopic,Solar Panel,Solar panel perception,-52.28207,-122.28207,-2.17796,47.82204,929355
Pooled Analysis,sub-subtopic,Solar Panel,Solar panel perception,-52.28096,-122.28096,-2.24324,47.75676,148786
Renting Households,sub-subtopic,Solar Panel,Renewable energy insights,-52.28084,-122.28084,-9.61429,40.38571,743528
Robustness Test,sub-subtopic,Solar Panel,Solar forecasting solutions ,-52.28025,-122.28025,-12.08952,37.91048,571812
Identifying Households,sub-subtopic,Solar Panel,Solar panel perception,-52.27695,-122.27695,-2.66657,47.33343,889599
Fig.,sub-subtopic,Solar Panel,Solar panel perception,-52.2758,-122.2758,-12.47979,37.52021,721938
Proportions Vary,sub-subtopic,Solar Panel,Renewable energy insights,-52.2751,-122.2751,-3.44156,46.55844,436703
Solar-Panel Access,sub-subtopic,Solar Panel,Solar panel perception,-52.27429,-122.27429,-2.21546,47.78454,375861
Statistical Significance,sub-subtopic,Solar Panel,Solar panel perception,-52.27275,-122.27275,-12.12841,37.87159,638694
Income Coefficients,sub-subtopic,Solar Panel,Solar panel perception,-52.27195,-122.27195,-8.79179,41.20821,286248
Significant Impact,sub-subtopic,Solar Panel,Solar panel perception,-52.27108,-122.27108,-12.44145,37.55855,891333
