text,type,topic,subtopic,longitude,latitude,relevance
Dry Areas,sub-subtopic,Solar Panel,Solar innovation solutions ,-122.37942,37.5741,846361
digital pressure,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.37736,47.81065,901083
waterproof level,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.37112,40.68043,475452
Table,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.37084,40.68043,40744
experimental design,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.37071,48.24121,53517
test time,sub-subtopic,Solar Panel,Sustainable technologies ,-122.36929,47.20066,56331
hydraulic performance,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.36747,37.95881,178296
radial water,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.36608,37.5841,320843
PTH measured,sub-subtopic,Solar Panel,Solar performance assessment,-122.3646,48.17065,6087
Joanneum Research,sub-subtopic,Solar Panel,Solar performance assessment,-122.36081,38.40158,805543
minimum size,sub-subtopic,Solar Panel,Solar Materials ,-122.35873,47.09621,293911
test interval,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.35707,47.23927,149393
keV calculated,sub-subtopic,Solar Panel,Solar performance assessment,-122.35707,47.16177,586372
Kea calculated,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.35541,47.78899,738367
key indicators,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.35491,47.69428,787460
formula derivation,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.35485,47.51732,931617
sprinkler irrigation,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.35342,45.58262,901637
pulse spraying,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.35202,47.13632,246
working conditions,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.34775,37.93576,200759
water distribution,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.34679,47.47038,768949
sprinkler irrigation,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.34655,48.72289,655943
highest amount,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.34568,47.25899,577364
air pressure,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.34553,37.96215,490303
sprinkler irrigation,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.34506,37.52272,903361
irrigation system,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.34266,48.92012,709505
sprinkler irrigation,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.34152,47.75565,629235
sprinkling intensities,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.34068,47.43621,797867
infiltration rate,sub-subtopic,Solar Panel,Thermal efficiency,-122.33405,48.42122,163961
infiltration rate,sub-subtopic,Solar Panel,Thermal efficiency,-122.3337,45.28957,752771
infiltration rate,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.33347,47.85287,311629
hydraulic performance,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.33275,37.99548,658098
energy-saving characteristics,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.33207,47.60621,607960
high-quality spraying,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.32997,37.9652,543991
CAES-SPV sprinkler,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.3284,47.88111,625679
CAES-SPV sprinkler,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.32553,37.56299,185683
traditional photovoltaic,sub-subtopic,Solar Panel,Renewable energy Integration,-122.32544,48.47566,87869
CASE-SPV system,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.32429,47.40177,852893
clarifying energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.32155,48.92762,582857
application potential,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.31878,38.00702,62933
ensure objectivity,sub-subtopic,Solar Panel,Electricity access,-122.31636,37.99353,819354
Ahmed,sub-subtopic,Solar Panel,Solar systems economics ,-122.31513,47.82093,306035
Burial,sub-subtopic,Solar Panel,Solar Energy Optimization,-122.31512,47.48927,549143
sprinkler machine,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.31358,37.94492,442558
turbine drive,sub-subtopic,Solar Panel,Solar Materials ,-122.3129,47.24816,302060
thermodynamic characteristics,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.31262,47.32232,82069
comparative analysis,sub-subtopic,Solar Panel,Renewable energy insights,-122.31225,41.31024,977438
distribution characteristics,sub-subtopic,Solar Panel,Solar technology adoption ,-122.31164,37.91576,841527
solar energy,sub-subtopic,Solar Panel,Solar energy efficiency ,-122.31014,48.03732,937380
efficient water,sub-subtopic,Solar Panel,Sustainability analysis ,-122.30874,47.78815,884639
loader operating,sub-subtopic,Solar Panel,Solar innovation solutions ,-122.30458,47.94454,246519
soil infiltration,sub-subtopic,Solar Panel,Solar performance assessment,-122.30258,49.13298,524488
sustainability goals,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.29886,38.00437,448012
social change,sub-subtopic,Solar Panel,Solar panel perception,-122.29778,40.44821,300499
solar photovoltaic,sub-subtopic,Solar Panel,Solar panel perception,-122.29775,37.88687,602832
residential properties,sub-subtopic,Solar Panel,Solar panel perception,-122.29525,37.97715,110515
solar-panel uptake,sub-subtopic,Solar Panel,Solar panel perception,-122.29497,47.86278,439284
uptake research,sub-subtopic,Solar Panel,Solar panel perception,-122.29457,47.48427,195865
solar rebate,sub-subtopic,Solar Panel,Renewable energy insights,-122.29428,47.05288,471400
solar rebate,sub-subtopic,Solar Panel,Renewable energy insights,-122.29373,47.2501,877349
theoretical foundations,sub-subtopic,Solar Panel,Solar forecasting solutions ,-122.2929,47.18538,765829
main socio-economic,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.29217,47.44846,496403
technological diffusion,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.29181,48.06843,786954
actual solar-panel,sub-subtopic,Solar Panel,Solar panel perception,-122.28858,38.01714,437895
solar panels,sub-subtopic,Solar Panel,Solar panel perception,-122.28553,38.29714,550040
solar panels,sub-subtopic,Solar Panel,Solar panel perception,-122.28525,37.83132,948943
assessing inequality,sub-subtopic,Solar Panel,Solar panel perception,-122.28326,47.27843,306239
dependent variable,sub-subtopic,Solar Panel,Solar forecasting accuracy,-122.28234,47.20677,386699
pooled analysis,sub-subtopic,Solar Panel,Solar panel perception,-122.28207,47.82204,929355
pooled analysis,sub-subtopic,Solar Panel,Solar panel perception,-122.28096,47.75676,148786
renting households,sub-subtopic,Solar Panel,Renewable energy insights,-122.28084,40.38571,743528
robustness test,sub-subtopic,Solar Panel,Solar forecasting solutions ,-122.28025,37.91048,571812
identifying households,sub-subtopic,Solar Panel,Solar panel perception,-122.27695,47.33343,889599
Fig.,sub-subtopic,Solar Panel,Solar panel perception,-122.2758,37.52021,721938
proportions vary,sub-subtopic,Solar Panel,Renewable energy insights,-122.2751,46.55844,436703
solar-panel access,sub-subtopic,Solar Panel,Solar panel perception,-122.27429,47.78454,375861
statistical significance,sub-subtopic,Solar Panel,Solar panel perception,-122.27275,37.87159,638694
income coefficients,sub-subtopic,Solar Panel,Solar panel perception,-122.27195,41.20821,286248
significant impact,sub-subtopic,Solar Panel,Solar panel perception,-122.27108,37.55855,891333
solar-panel benefits,sub-subtopic,Solar Panel,Solar panel perception,-122.2708,37.80437,311515
Table,sub-subtopic,Solar Panel,Solar panel perception,-122.27025,37.79993,591621
real estate,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.27012,47.14121,395303
main purpose,sub-subtopic,Solar Panel,Solar panel perception,-122.26802,37.46466,882003
Table,sub-subtopic,Solar Panel,Solar panel perception,-122.26691,38.03298,294346
coefficient magnitude,sub-subtopic,Solar Panel,Solar panel perception,-122.2665,46.86733,983874
income,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-122.26488,49.00012,523325
solar panel,sub-subtopic,Solar Panel,Solar panel perception,-122.26214,47.87655,226487
wealth quantile,sub-subtopic,Solar Panel,Solar panel perception,-122.26148,45.39734,182726
negative coefficients,sub-subtopic,Solar Panel,Solar panel perception,-122.26096,47.47399,626844
solar panels,sub-subtopic,Solar Panel,Solar panel perception,-122.26087,37.77099,314577
wealthier renters,sub-subtopic,Solar Panel,Solar performance assessment,-122.2608,38.17492,115291
promoting solar-panel,sub-subtopic,Solar Panel,Solar panel perception,-122.26052,37.50716,428777
probability model,sub-subtopic,Solar Panel,Solar forecasting solutions ,-122.25664,38.10409,964584
single regression,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.25386,37.42994,994789
solar-panel access,sub-subtopic,Solar Panel,Solar panel perception,-122.25275,47.8429,306297
Australian renters,sub-subtopic,Solar Panel,Solar panel perception,-122.25257,49.05798,317008
related variables,sub-subtopic,Solar Panel,Solar panel perception,-122.25206,47.27899,56494
reduce inequality,sub-subtopic,Solar Panel,Solar panel perception,-122.25012,47.26455,712827
study provide,sub-subtopic,Solar Panel,Solar panel perception,-122.24802,37.53188,630007
inequality analysis,sub-subtopic,Solar Panel,Solar panel perception,-122.24401,47.75732,102856
home batteries,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.24127,48.40288,657880
policy interventions,sub-subtopic,Solar Panel,Solar panel perception,-122.24092,47.4943,628431
household income,sub-subtopic,Solar Panel,Solar panel perception,-122.24064,47.80527,435617
survey,sub-subtopic,Solar Panel,Solar panel perception,-122.2404,47.20316,704900
socio-demographic trends,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.2393,47.85093,507059
inequity variation,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.23889,40.56376,280804
system adoption,sub-subtopic,Solar Panel,Solar technology adoption ,-122.23651,47.13982,869293
main factors,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.23635,37.48522,677548
Energy Outlook,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.23611,48.50389,971344
rural Bangladesh,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.23583,40.17849,450674
county-level residential,sub-subtopic,Solar Panel,Solar technology adoption ,-122.23524,37.38411,238859
climate mitigation,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.23484,47.38093,830097
socio-economic drivers,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.23404,48.46427,127431
Urpelainen provide,sub-subtopic,Solar Panel,Solar panel perception,-122.2325,40.64071,322075
Victorian Government,sub-subtopic,Solar Panel,Solar panel perception,-122.23167,47.72049,551038
research speciality,sub-subtopic,Solar Panel,Solar technology adoption ,-122.23163,37.82437,545350
National University,sub-subtopic,Solar Panel,Solar innovation solutions ,-122.22928,47.16955,700467
purpose,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.22845,47.30732,411291
developing countries,sub-subtopic,Solar Panel,Renewable energy transition ,-122.22762,47.62093,1017508
developing countries,sub-subtopic,Solar Panel,Energy efficiency meaasures,-122.22207,47.57065,140217
literature focused,sub-subtopic,Solar Panel,Energy assessments,-122.2179,47.63177,838928
steer financial,sub-subtopic,Solar Panel,Renewable energy transition ,-122.21735,47.64621,756292
financial structure,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.21707,47.48288,404977
coalitions finance,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.21302,38.05242,632312
critical aspect,sub-subtopic,Solar Panel,Renewable energy transition ,-122.20874,47.68149,751426
policies shape,sub-subtopic,Solar Panel,Renewable energy transition ,-122.2054,47.76232,209465
USS projects,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.2043,47.8601,594064
contextually pertinent,sub-subtopic,Solar Panel,Renewable energy transition ,-122.20428,47.09788,401545
consumed annually,sub-subtopic,Solar Panel,Renewable energy insights,-122.20302,37.43355,65923
social development,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.20208,47.97898,702454
affect Pakistan,sub-subtopic,Solar Panel,Renewable energy transition ,-122.20068,47.61038,525822
investment program,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.1983,37.39994,160588
installed USS,sub-subtopic,Solar Panel,Renewable energy Integration,-122.19774,37.46133,662508
power plants,sub-subtopic,Solar Panel,Solar forecasting accuracy,-122.19663,37.47438,382483
electricity system,sub-subtopic,Solar Panel,Renewable energy transition ,-122.19637,39.74738,432983
fuel sources,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.19359,39.52433,694201
policy regimes,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.19137,39.27628,437570
empirical dataset,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.18766,47.83602,32215
sample projects,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.18651,47.17705,204439
financial parameters,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.18427,47.80631,769286
total added,sub-subtopic,Solar Panel,Renewable energy integration,-122.18264,48.15232,450177
tariff determination,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.18219,37.45383,516559
commissioning process,sub-subtopic,Solar Panel,Renewable energy integration,-122.18154,47.8974,427391
Solar Pakistan,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.18151,47.32621,240770
Shaken Solar,sub-subtopic,Solar Panel,Energy Risk indicators ,-122.18096,47.60315,440352
South Punjab,sub-subtopic,Solar Panel,Solar panel perception,-122.18068,47.57121,571977
PPA tariff,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.17969,37.87715,179717
data sources,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.17957,47.72704,994607
Capacity Factor,sub-subtopic,Solar Panel,Renewable energy integration,-122.17916,39.92766,629667
Project Cost,sub-subtopic,Solar Panel,Solar innovation solutions ,-122.17708,48.05176,159786
estimated annual,sub-subtopic,Solar Panel,Renewable energy integration,-122.17624,47.81954,675482
GHI measured,sub-subtopic,Solar Panel,Renewable energy integration,-122.17369,47.41052,292780
ROE,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.16608,37.42411,147894
PPA price,sub-subtopic,Solar Panel,Renewable energy integration,-122.16346,47.75427,294623
Bank ESCAPE,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.16219,38.25297,424181
operational parameters,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.15858,38.04937,716238
yearly operating,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.15792,48.23899,925273
LIBOR,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.15734,47.44843,533002
global solar,sub-subtopic,Solar Panel,Renewable energy integration,-122.15608,37.72493,827487
global average,sub-subtopic,Solar Panel,Renewable energy insights,-122.15568,47.53899,360675
IRENA,sub-subtopic,Solar Panel,Renewable energy insights,-122.1551,47.86602,591071
Weighted Avg,sub-subtopic,Solar Panel,Sustainability analysis ,-122.15052,37.04162,62793
WAC,sub-subtopic,Solar Panel,Renewable energy transition ,-122.15027,40.05627,800888
capacity factor,sub-subtopic,Solar Panel,Renewable energy integration,-122.14942,39.15461,683354
USC,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.14873,47.1376,889738
WAC,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.14733,48.93815,97389
ultra-low PPA,sub-subtopic,Solar Panel,Renewable Solutions Integration,-122.14578,47.57266,177738
lowest PPA,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.14451,52.14153,762793
PPA tariff,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.14302,37.44188,14093
Solaris Atlas,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.14108,37.46883,399046
important contributions,sub-subtopic,Solar Panel,Solar urban sustainability ,-122.13945,41.25571,474395
debt tenor,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.13746,37.37966,296919
difference,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.13413,38.01937,691572
locations receiving,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.12969,37.83493,3857
WAC,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.12596,47.83371,829675
largest province,sub-subtopic,Solar Panel,Solar energy dynamics ,-122.12514,48.19871,573555
